PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
11,2023-05-26,18:06:05.93,3,1,"Weston, Travis",1000024904,Left,CAL_MUS,"Nankil, Nate",1000048756,Right,CAL_FUL,Undefined,1,Top,1,0,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,77.16138,-0.160902,2.251061,1662.99689,119.965586,10:00,5.68734,-2.09465,5.50053,-36.18195,12.29516,-18.18962,2.52157,-1.50385,69.53941,-6.887489,-0.990017,0.501118,,,,,,,,,,,,9.86319,6.77961,1.91027,50,5.6494,-3.67624,-111.75012,-1.42961,12.24954,23.49605,-23.75415,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,a7a3f6c0-fc2a-11ed-a9f6-11b62def9100,75.21675,,,7.62197,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,01:06:05.93,2023-05-26T18:06:05.9334338-07:00,2023-05-27T01:06:05.9334338Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,01c01dac-8cec-4624-973f-cd7fb37efda1,54.99669,-112.79581,11.74803,5.6895,-0.37243,-11.87707,2.08601,-4.22141,6.12477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
12,2023-05-26,18:06:42.56,3,2,"Weston, Travis",1000024904,Left,CAL_MUS,"Nankil, Nate",1000048756,Right,CAL_FUL,Undefined,1,Top,1,1,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,77.32155,0.448666,2.713294,1700.229666,124.217966,10:15,5.80929,-2.08343,5.62677,-34.33734,13.75686,-17.58481,3.36699,-1.01506,69.52077,-5.9748,-0.42407,0.499135,,,,,,,,,,,,9.73961,7.33705,1.86341,50,5.82603,-4.61765,-111.95243,-0.14731,12.13717,23.62223,-23.03086,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,bd75bfb0-fc2a-11ed-a9f6-11b62def9100,75.51557,,,7.80078,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,01:06:42.56,2023-05-26T18:06:42.5641154-07:00,2023-05-27T01:06:42.5641154Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,b070613d-f5b5-4928-b995-523e995dc815,54.86996,-112.97533,11.81111,5.81082,0.84998,-11.51543,2.07474,-5.14322,6.06859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
13,2023-05-26,18:07:39.98,3,3,"Weston, Travis",1000024904,Left,CAL_MUS,"Nankil, Nate",1000048756,Right,CAL_FUL,Undefined,1,Top,1,2,0,Slider,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,80.34956,0.088001,2.602235,2431.955081,116.453878,10:00,5.79866,-1.98846,5.2705,-38.03282,6.41843,-10.0002,2.71202,-0.37571,73.4549,-6.875018,0.82892,0.479859,,,,,,,,,,,,5.72303,3.63193,1.758,50,5.77894,-4.87988,-116.4891,-1.13438,7.84754,22.30586,-27.19387,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,dfaf0a50-fc2a-11ed-a9f6-11b62def9100,78.54905,,,6.89467,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,01:07:39.98,2023-05-26T18:07:39.9855298-07:00,2023-05-27T01:07:39.9855298Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,cfae4342-399d-4704-8e5a-10ef331e51df,55.22882,-117.48607,11.15293,5.80248,0.08106,-13.59694,1.98395,-5.23063,3.92377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
14,2023-05-26,18:07:58.94,3,4,"Weston, Travis",1000024904,Left,CAL_MUS,"Nankil, Nate",1000048756,Right,CAL_FUL,Undefined,1,Top,1,2,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,76.5305,-0.721741,1.72942,1675.341277,119.181927,10:00,5.69818,-2.11863,5.49499,-37.08415,11.72268,-17.98993,1.93235,-1.99953,69.74168,-7.570923,-1.478053,0.502819,,,,,,,,,,,,9.55768,6.63626,1.97962,50,5.61029,-2.65562,-110.98199,-2.54689,11.82239,21.38943,-23.96531,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,eb051c00-fc2a-11ed-a9f6-11b62def9100,74.96222,,,6.78882,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,01:07:58.94,2023-05-26T18:07:58.9469378-07:00,2023-05-27T01:07:58.9469378Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,f8b69334-af4d-43f7-bad5-e6d165fc6792,55.00379,-111.94221,10.69471,5.70047,-1.47103,-11.98265,2.11075,-3.18636,5.91119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
15,2023-05-26,18:08:20.01,3,5,"Weston, Travis",1000024904,Left,CAL_MUS,"Nankil, Nate",1000048756,Right,CAL_FUL,Undefined,1,Top,1,3,1,Slider,Changeup,InPlay,Undefined,GroundBall,Out,2,0,,80.04238,-1.308739,2.679628,2511.382756,114.099025,9:45,5.86979,-1.89994,5.44223,-38.51018,6.01429,-10.21032,1.4336,-0.23988,73.41743,-8.352948,0.86157,0.480254,74.80668,-8.082456,-34.299659,,,,,14.1041,13.43082,-26.315196,0.110514,5.94713,3.80567,1.67026,50,5.72728,-5.03116,-116.06659,-3.9406,8.08926,22.30845,-26.99761,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,f791b1e0-fc2a-11ed-a9f6-11b62def9100,78.48442,1.93276,,6.62495,,,,2.83763,1.93276,0.16992,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,01:08:20.01,2023-05-26T18:08:20.0153282-07:00,2023-05-27T01:08:20.0153282Z,GroundBall,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Stafford, Ryan",1000070790,Right,CAL_MUS,5314f223-8ab2-433a-b06e-90d8bee2ebe0,55.05899,-117.0349,11.15422,5.8729,-2.76874,-13.4988,1.89626,-5.38228,4.04463,281.458427,2.83757,89.7445,-9.25955,,,,,,,1.933,-15.4551,-18.44094,,,,,,,0.16946,-61.15809,27.6227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
16,2023-05-26,18:11:42.67,1,1,"Jones, Peyton",1000078176,Left,CAL_FUL,"Steels, Jacob",1000117532,Right,CAL_MUS,Undefined,1,Bottom,0,0,0,FourSeamFastBall,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,88.9238,-3.243608,1.239959,2381.602495,145.49859,10:45,6.14047,-1.58112,6.37447,-14.40619,20.54076,-13.30016,1.95166,-1.54842,80.94377,-6.034513,-1.168993,0.425477,,,,,,,,,,,,7.25807,11.99812,1.49723,50,5.89906,-2.25662,-128.99948,-7.64748,12.15608,28.35545,-12.07916,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,7049ee40-fc2b-11ed-a9f6-11b62def9100,88.58867,,,7.98003,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,01:11:42.67,2023-05-26T18:11:42.6734274-07:00,2023-05-27T01:11:42.6734274Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Urman, Cole",1000078178,Right,CAL_FUL,246b51af-b897-4ccd-b5b1-58d72da43ad9,54.12445,-129.90291,14.17772,6.13658,-7.26262,-6.03958,1.5753,-2.64392,6.07804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
17,2023-05-26,18:11:56.71,1,2,"Jones, Peyton",1000078176,Left,CAL_FUL,"Steels, Jacob",1000117532,Right,CAL_MUS,Undefined,1,Bottom,0,1,0,FourSeamFastBall,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.26981,-3.836037,2.799007,2405.149071,148.781485,11:00,6.13859,-1.45202,6.41372,-13.20162,21.48926,-12.30414,1.50209,0.09809,81.28089,-6.409271,0.572073,0.423915,,,,,,,,,,,,7.27634,12.72516,1.25728,50,5.8575,-5.84526,-129.34549,-8.98161,12.259,28.36795,-10.73506,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,78b05a10-fc2b-11ed-a9f6-11b62def9100,88.91502,,,7.98892,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,01:11:56.71,2023-05-26T18:11:56.7183554-07:00,2023-05-27T01:11:56.7183554Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Urman, Cole",1000078178,Right,CAL_FUL,a51ec216-9599-4e49-9d55-befdfca3adfa,54.08706,-130.23877,14.18397,6.13501,-8.64358,-5.36753,1.44742,-6.23129,6.1295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
18,2023-05-26,18:12:10.54,1,3,"Jones, Peyton",1000078176,Left,CAL_FUL,"Steels, Jacob",1000117532,Right,CAL_MUS,Undefined,1,Bottom,0,1,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,81.00965,-0.898172,1.11174,1430.375537,113.736474,9:45,6.02723,-1.6057,6.76507,-31.55789,9.55776,-18.82493,2.57691,-2.15899,74.42133,-6.847642,-2.326559,0.461503,,,,,,,,,,,,10.23382,5.72138,1.53903,50,5.9566,-1.6429,-117.86266,-2.67558,14.38168,22.60316,-24.13372,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,80f92bc0-fc2b-11ed-a9f6-11b62def9100,81.67315,,,6.58833,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,01:12:10.54,2023-05-26T18:12:10.5426626-07:00,2023-05-27T01:12:10.5426626Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Urman, Cole",1000078178,Right,CAL_FUL,74291fd3-bb94-434a-8472-3952b4da81d5,53.73592,-118.57696,11.30158,6.0291,-1.91292,-12.06686,1.59813,-2.09738,7.19084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
19,2023-05-26,18:12:25.62,1,4,"Jones, Peyton",1000078176,Left,CAL_FUL,"Steels, Jacob",1000117532,Right,CAL_MUS,Undefined,1,Bottom,0,2,1,FourSeamFastBall,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,89.06861,-2.954831,1.708952,2453.785522,152.298577,11:00,6.12908,-1.43003,6.45681,-9.93615,24.80804,-12.39725,2.583,-0.89274,80.86601,-4.952216,-0.53846,0.424241,74.44631,14.256104,164.931718,756.050291,,,,123.66418,59.51486,162.613977,1.337744,6.99055,14.20816,1.31431,50,5.91498,-3.36892,-129.24268,-6.83133,11.73653,28.79596,-8.31977,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,89eda6c0-fc2b-11ed-a9f6-11b62def9100,88.84682,10.32102,,8.2026,,,,0.7518,2.43014,0.89465,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,01:12:25.62,2023-05-26T18:12:25.6268994-07:00,2023-05-27T01:12:25.6268994Z,LineDrive,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Urman, Cole",1000078178,Right,CAL_FUL,cfba4467-5deb-43da-912c-be56439c8723,54.04305,-130.14037,14.39798,6.1239,-6.57197,-4.15988,1.42503,-3.7348,5.86826,30.448165,0.7518,-102.18666,10.89645,-0.85751,0.16436,-0.00859,-9E-05,-0.00042,6E-05,2.43014,26.8882,-24.34808,2.70658,-0.53689,0.11704,-0.01893,0.00302,-0.00034,0.89465,27.5114,0.23595,-0.62262,0.14205,-0.03914,0.0074,-0.00112,0.00012,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
20,2023-05-26,18:12:44.98,1,5,"Jones, Peyton",1000078176,Left,CAL_FUL,"Steels, Jacob",1000117532,Right,CAL_MUS,Undefined,1,Bottom,0,2,2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,80.50071,-2.345161,3.531837,1597.929354,114.202205,9:45,6.02019,-1.57485,6.84778,-33.60951,8.56642,-15.7308,1.07575,0.33876,73.24051,-8.685527,0.657756,0.467416,,,,,,,,,,,,9.51973,5.72083,1.35407,50,5.85784,-6.68906,-116.75104,-5.65004,12.9607,24.77547,-24.38541,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,957b9150-fc2b-11ed-a9f6-11b62def9100,80.63998,,,7.2602,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,01:12:44.98,2023-05-26T18:12:44.9841858-07:00,2023-05-27T01:12:44.9841858Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Urman, Cole",1000078178,Right,CAL_FUL,cbf71192-3f52-405b-953c-322da91fe3e0,53.65305,-117.52369,12.38773,6.02219,-4.88956,-12.1927,1.56897,-7.09325,6.48035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
21,2023-05-26,18:13:00.86,1,6,"Jones, Peyton",1000078176,Left,CAL_FUL,"Steels, Jacob",1000117532,Right,CAL_MUS,Undefined,1,Bottom,0,3,2,FourSeamFastBall,Four-Seam,InPlay,Undefined,FlyBall,Out,1,0,,88.55462,-3.063098,2.990706,2507.490621,143.218241,10:45,6.11579,-1.45646,6.52975,-15.61032,19.94151,-13.88938,1.9984,0.13219,79.52033,-6.11541,0.471268,0.429143,97.86233,24.763131,-9.245736,2255.625271,108.79548,46.66834,-16.23051,372.55699,369.84557,-6.976604,4.56679,8.28855,11.87642,1.25409,50,5.89566,-6.15678,-128.23272,-7.22592,13.51944,31.56358,-12.8024,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,9ef2f7f0-fc2b-11ed-a9f6-11b62def9100,87.83185,66.41989,,9.03429,,,,1.5605,2.0507,-0.12396,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,01:13:00.86,2023-05-26T18:13:00.8604354-07:00,2023-05-27T01:13:00.8604354Z,LineDrive,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Urman, Cole",1000078178,Right,CAL_FUL,0e381627-6a4c-46e5-87a9-4e6d90fd888a,53.96861,-129.20587,15.78179,6.11236,-6.8312,-6.4012,1.45034,-6.57361,6.75972,189.04499,1.55932,128.67085,-22.67307,5.49533,-1.3134,0.3162,-0.06287,0.00775,-0.00041,2.05279,60.06462,-14.55567,-0.04654,0.35251,-0.17163,0.04458,-0.00584,0.0003,-0.12371,-20.94787,5.57879,-1.45936,0.34604,-0.07535,0.01326,-0.00151,8E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
22,2023-05-26,18:13:39.42,2,1,"Jones, Peyton",1000078176,Left,CAL_FUL,"Casillas, Aaron",1000084580,Right,CAL_MUS,Undefined,1,Bottom,1,0,0,FourSeamFastBall,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,88.53,-3.098321,2.446397,2504.335043,157.79238,11:15,6.03913,-1.55056,6.61332,-14.03961,21.30859,-8.15843,2.02598,0.01164,79.69713,-5.863514,0.963814,0.427913,,,,,,,,,,,,5.07642,12.58808,1.38708,50,5.82183,-5.16212,-128.27182,-7.23514,8.30894,30.89024,-11.57022,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,b653ec60-fc2b-11ed-a9f6-11b62def9100,88.08442,,,8.83288,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,01:13:39.42,2023-05-26T18:13:39.4215106-07:00,2023-05-27T01:13:39.4215106Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Urman, Cole",1000078178,Right,CAL_FUL,3bd5a13f-27a7-4add-b35a-bda017cc566e,53.88412,-129.20381,15.44512,6.03485,-6.88606,-5.78511,1.5466,-5.41281,4.15447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
23,2023-05-26,18:13:54.01,2,2,"Jones, Peyton",1000078176,Left,CAL_FUL,"Casillas, Aaron",1000084580,Right,CAL_MUS,Undefined,1,Bottom,1,0,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,80.18814,-0.568672,1.617223,1519.994701,123.881979,10:15,6.05607,-1.7093,6.67342,-30.80844,12.18386,-15.72997,2.96822,-1.54018,72.10833,-6.441446,-1.249281,0.471918,,,,,,,,,,,,8.74784,7.09823,1.60601,50,6.00594,-2.72072,-116.3742,-1.94388,11.73677,26.24697,-22.65053,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,be9e1da0-fc2b-11ed-a9f6-11b62def9100,79.87069,,,8.07981,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,01:13:54.01,2023-05-26T18:13:54.0117698-07:00,2023-05-27T01:13:54.0117698Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Urman, Cole",1000078178,Right,CAL_FUL,271da2e3-459c-4a7c-83d9-c776d135e759,53.82285,-117.23323,13.12348,6.05743,-1.20256,-11.32527,1.70135,-3.10485,5.86839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
24,2023-05-26,18:14:12.10,2,3,"Jones, Peyton",1000078176,Left,CAL_FUL,"Casillas, Aaron",1000084580,Right,CAL_MUS,Undefined,1,Bottom,1,1,1,ChangeUp,Changeup,InPlay,Undefined,GroundBall,Out,1,0,,80.98785,-2.152616,2.715653,1521.590419,110.407886,9:45,6.10494,-1.50782,6.76688,-33.37766,8.45721,-18.67446,1.35448,-0.58213,73.49878,-8.450301,-0.695005,0.465522,78.57379,-6.738782,-20.438572,,,,,13.23611,8.749,-15.236572,0.101755,10.84981,5.59784,1.33697,50,5.95151,-4.95218,-117.53544,-5.29428,14.92454,25.7402,-24.47388,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,c968b830-fc2b-11ed-a9f6-11b62def9100,80.96805,1.37779,,7.48907,,,,1.84443,1.37779,0.59336,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,01:14:12.10,2023-05-26T18:14:12.1028802-07:00,2023-05-27T01:14:12.1028802Z,GroundBall,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Urman, Cole",1000078178,Right,CAL_FUL,974bfb59-3213-45eb-800c-dea2cdfd7490,53.73433,-118.35043,12.8701,6.10687,-4.51939,-12.23694,1.50125,-5.42472,7.46227,180,1.84215,107.37999,,,,,,,,1.37808,-13.54034,,,,,,,,0.59421,-40.01657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
25,2023-05-26,18:14:48.62,3,1,"Jones, Peyton",1000078176,Left,CAL_FUL,"Stafford, Ryan",1000070790,Right,CAL_MUS,Undefined,1,Bottom,2,0,0,FourSeamFastBall,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,88.25409,-2.010177,1.632436,2489.674715,141.095114,10:45,6.11617,-1.69773,6.27613,-15.77989,20.52202,-15.38572,2.94667,-1.47468,78.64277,-5.105213,-1.148498,0.433647,,,,,,,,,,,,8.46453,11.72469,1.58369,50,5.95965,-2.99447,-127.82659,-4.84798,13.62408,33.02715,-13.30259,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,df2bdb20-fc2b-11ed-a9f6-11b62def9100,86.91968,,,9.61132,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,01:14:48.62,2023-05-26T18:14:48.6225602-07:00,2023-05-27T01:14:48.6225602Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Urman, Cole",1000078178,Right,CAL_FUL,646688bb-5fec-46ce-9016-46c5013469b5,54.21864,-128.91197,16.51358,6.11179,-4.41081,-6.65129,1.68946,-3.4422,6.81204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
26,2023-05-26,18:15:07.36,3,2,"Jones, Peyton",1000078176,Left,CAL_FUL,"Stafford, Ryan",1000070790,Right,CAL_MUS,Undefined,1,Bottom,2,0,1,FourSeamFastBall,Four-Seam,InPlay,Undefined,GroundBall,Error,0,0,,87.81984,-1.98401,2.74967,2528.807241,159.186127,11:15,6.09892,-1.48167,6.43314,-14.35229,22.04844,-7.8352,3.07664,0.39446,78.39857,-4.826932,1.331465,0.434237,86.49304,-0.34566,-17.669992,1811.742657,,,,49.59405,46.48634,-19.221411,0.399042,5.05548,12.60981,1.28922,50,5.95092,-5.79807,-127.19319,-4.70892,8.07115,32.27426,-12.04225,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,ea52c680-fc2b-11ed-a9f6-11b62def9100,86.80163,3.09721,,9.42128,,,,1.11325,3.09721,-0.41767,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,01:15:07.36,2023-05-26T18:15:07.3629890-07:00,2023-05-27T01:15:07.3629890Z,GroundBall,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Urman, Cole",1000078178,Right,CAL_FUL,c2cc1bce-d9c2-4555-b1b7-ec037cd2a4b4,54.06366,-128.22016,16.13713,6.09467,-4.32574,-6.02112,1.47781,-6.0549,4.03557,76.555076,1.11865,120.68854,-15.41308,,,,,,,3.10157,-0.91092,-17.22175,,,,,,,-0.41423,-38.61982,-3.17424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
27,2023-05-26,18:15:53.94,4,1,"Jones, Peyton",1000078176,Left,CAL_FUL,"Villegas, Collin",1000083288,Right,CAL_MUS,Undefined,1,Bottom,2,0,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,79.37519,-2.639296,2.339421,1484.704674,116.024344,9:45,5.97503,-1.83433,6.79394,-34.53388,8.76213,-14.88812,0.68444,-0.93847,72.53028,-9.130186,-0.382795,0.473582,,,,,,,,,,,,8.65213,5.89693,1.68762,50,5.79081,-4.22192,-115.22471,-6.19978,11.50507,23.59026,-24.33266,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,061dcbd0-fc2c-11ed-a9f6-11b62def9100,79.59008,,,6.84491,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,01:15:53.94,2023-05-26T18:15:53.9426498-07:00,2023-05-27T01:15:53.9426498Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Urman, Cole",1000078178,Right,CAL_FUL,c0c261f4-ace8-411a-8b41-2c4f323eea6d,53.7069,-115.98115,11.79513,5.9771,-5.41953,-12.16633,1.82891,-4.59083,5.75253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
28,2023-05-26,18:16:11.28,4,2,"Jones, Peyton",1000078176,Left,CAL_FUL,"Villegas, Collin",1000083288,Right,CAL_MUS,Undefined,1,Bottom,2,1,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,80.49346,-2.690976,3.219794,1631.159889,126.257868,10:15,6.01216,-1.62721,6.77253,-29.77454,12.19343,-14.72532,1.06802,0.0889,73.75076,-8.307726,0.533362,0.466262,,,,,,,,,,,,8.79095,7.65957,1.42224,50,5.82488,-6.08787,-116.80627,-6.25036,12.0859,23.00642,-21.64361,CAL_MUS,CAL_FUL,BaggettStadium,D1,BW,20230526-BaggettStadium-1,10707740-fc2c-11ed-a9f6-11b62def9100,80.83955,,,6.7427,,,,,,,918fe8f1-a976-487b-8d7b-243bb2906134,2023-05-27,01:16:11.28,2023-05-26T18:16:11.2833218-07:00,2023-05-27T01:16:11.2833218Z,,v3,471251,471254,26 May 2023 21:00-calstfull@calpoly,"Urman, Cole",1000078178,Right,CAL_FUL,ebbb4f99-b253-40dc-aeb7-185745667c94,53.72893,-117.53844,11.50321,6.01283,-5.56157,-10.8218,1.62211,-6.47249,6.04295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
